id,0,5,11,13,14
## Translators
#5  RusTranslation: Tommy-XL
#13 SChinese: fivefirex&ZeMingOH233 New Roles: 2T&MC-AS-Huier&xiaojin (Edit: Tanakanira)
#14 TChinese: NetherDragon_Tw (Edit: Soukunsandesu)
#?  German: DenKar

## 役職
Neutral,Neutral and Coven,Нейтрал и Ковен,第三陣営,中立阵营(包括巫师),中立陣營,Neutrale und Zirkel
SerialKillerCooldown,Mercenary Kill Cooldown,Mercenary Откат Убийства,シリアルキラーのキルクール,嗜血杀手击杀冷却,連環殺手殺人冷卻,Söldner Kill Abklingzeit
SerialKillerLimit,Time Limit To Suiside(s),Лимит Времени До Самоубийства,シリアルキラーが自爆する時間,嗜血杀手自杀倒计时,連環殺手自殺倒數,Zeit bis zum Suizid
ArsonistDouseTime,Arsonist Douse Duration,Длительность Обливания Arsonist,アーソニストの塗り時間,纵火犯涂油所需时间,縱火犯澆油所需時間,Brandstifter überguß Dauer
BombTime,Bomber Bomb Duration,Bomber Bomb Duration,Bomber Bomb Duration,Bomber Bomb Duration,Bomber Bomben Dauer
ArsonistCooldown,Arsonist Douse Cooldown,Arsonist Откат Обливания,アーソニストのクールダウン,纵火犯涂油冷却,縱火犯澆油冷卻,Brandstifter Abklingzeit

TourArso,TOuR Arsonist,TOuR Arsonist,TOuR Arsonist,TOuR的纵火犯,Tour Brandstifter
InfectCD,Infect Cooldown,Откат Заражения,アーソニストの塗り時間,感染冷却时间,Infektions Abklingzeit
MarkCooldown,Mark Cooldown,Mark Cooldown,Mark Cooldown,Mark Cooldown,Markierung Abklingzeit
RecallCooldown,Recall Cooldown,Recall Cooldown,Recall Cooldown,Recall Cooldown,Rückruf Abklingzeit
EscapistCanVent,Escapist Can Vent,Escapist Can Vent,Escapist Can Vent,Escapist Can Vent,Houdini kann venten

BomberIsTrappedWhileBombedPlayerIsRoleBlocked,Bomber Is Frozen while Bombed Player is Roleblocked,Bomber Is Frozen while Bombed Player is Roleblocked,Bomber Is Frozen while Bombed Player is Roleblocked,Bomber Is Frozen while Bombed Player is Roleblocked,Bomber Is Frozen while Bombed Player is Roleblocked,Bomber Is Frozen while Bombed Player is Roleblocked
AllImpostorsSeeBombedPlayer,All Impostors See Bombed Player,All Impostors See Bombed Player,All Impostors See Bombed Player,All Impostors See Bombed Player,All Impostors See Bombed Player,Alle Verräter sehen gebombten Spieler
BombedPlayerRoleblockTime,Bombed Player Roleblock Duration,Bombed Player Roleblock Duration,Bombed Player Roleblock Duration,Bombed Player Roleblock Duration,Bombed Player Roleblock Duration,RollenBlockierungsdauer gebombter Spieler

SeerCooldown,Investigate Cooldown,Откат Расследования,Investigate Cooldown,调查冷却时间,Untersuchungs Abklingzeit
NBareRed,Neutral Benigns are Red,Добрые Нейтралы Подсвечиваются Красным,Neutral Benigns are Red,友善型中立阵营显示为红色,Ungefährliche sind Rot
NKareRed,Neutral Killings are Red,Убивающие Нейтралы Подсвечиваются Красным,NKareRed,带刀型中立阵营显示为红色,Killer sind Rot
NEareRed,Neutral Evils are Red,Злые Нейтралы Подсвечиваются Красным,NEareRed,邪恶型中立阵营显示为红色,Böse sind Rot
CrewKillingRed,Crewmate Killing are Red,Убивающие Члены Экипажа Подсвечиваются Красным,CrewKillingRed,带刀型船员阵营显示为红色,Besatzungskiller sind Rot
CovenIsPurple,Coven appears Purple,Coven Подсвечивается Фиолетовым,CovenIsPurple,巫师团显示为紫色,Zirkel erscheint als Lila
ChildIsRed,Child is Red,Child Подсвечивается Красным,ChildIsRed,小孩显示为红色,Kind ist Rot
TerroIsRed,Terrorist appears Red,Terrorist Подсвечивается Красным,TerroIsRed,恐怖分子显示为红色,Terroist ist Rot
CSheriffSwitches,Corrupted Sheriff switches Color,У CorruptedSheriff Сменивается Цвет,CSheriffSwitches,背叛的警长切换颜色,Korrupter Sheriff ändert Farbe
MadMateIsRed,Madmate is Red,Madmate Подсвечивается Красным,MadMateIsRed,叛徒显示为红色,Madmate ist Rot
NoDeathPenalty,No Death Penalty,NoDeathPenalty,NoDeathPenalty,NoDeathPenalty,Keine Todestrafe

PestiKillCooldown,Pestilence Kill Cooldown,Pestilence Откат Убийства,アーソニストのクールダウン,瘟神击杀冷却时间,Die Pest Kill Abklingzeit
PestiCanVent,Pestilence Can Vent,Pestilence Может Вентоваться,アーソニストのクールダウン,瘟神可以使用通风口,Die Pest kann venten
DemoSuicideTime,Time To Vent Till Suicide,Время До Самоубийства,DemoSuicideTime,自杀倒计时,Zeit zum Venten bis Suizid
StoneCD,Stone Cooldown,Stone Откат,Stone Cooldown,石化冷却时间,Versteinerungs Abklingzeit
StoneDur,Stone Duration,Stone Длительность,Stone Duration,石化持续时间,Versteinergungs Dauer
StoneTime,Time Until Body is Stoned,Время Пока Труп Не Забросают Камнями,Time Until Body is Stoned,尸体腐烂消失时间,Zeit bis der Körper versteinert
PKTAH,Players Know They Are Hexed,Игроки знают Что Они Прокляты,Players Know They Are Hexed,船员知道自己被魔法师标记,Spieler wissen das sie verhext wurden
HexCD,Hex Cooldown,Hex Откат,Hex Cooldown,标记冷却时间,Hex Abklingzeit
MHPR,Max Hexes Per Round,Максимум Проклятий За Раунд,Max Hexes Per Round,魔法师每回合最多标记数,Max Hexes pro Runde
AgiTaterGetsAdvantage,AgiTater Gets An Advantage when Last Killer,AgiTaterGetsAdvantage,AgiTaterGetsAdvantage,AgiTaterGetsAdvantage,AgiTaterGetsAdvantage,Agitater bekommt ein Vorteil wenn letzter Killer
AgiTaterBombCooldown,AgiTater Auto-Bomb Cooldown,AgiTaterBombCooldown,AgiTaterBombCooldown,AgiTaterBombCooldown,AgiTater Bomb Abklingzeit
AgiTaterCanBombMoreThanOnce,AgiTater Can Bomb More Than Once,AgiTaterCanBombMoreThanOnce,AgiTaterCanBombMoreThanOnce,AgiTaterCanBombMoreThanOnce,Agitate kann mehr als einmal bomben

SwoopCD,Swoop Cooldown,Swoop Откат,Swoop Cooldown,隐身冷却时间,Swoop Abklingzeit
SwoopDur,Swoop Duration,Swoop Длительность,Swoop Duration,隐身持续时间,Swoop Dauer

CamoCD,Camouflage Cooldown,Откат Камуфляжа,Swoop Cooldown,伪装冷却时间,Camouflage Abklingzeit
CamoDur,Camouflage Duration,Длительность Камуфляжа,Swoop Duration,伪装持续时间,Camouflage Dauer

MaxNK,Max Neutral Killing,Максимум Нейтральных Убийц,Translation Unavailble,带刀中立阵营最大数量,Max Neutrale Killing
MinNK,Min Neutral Killing,Минимум Нейтральных Убийц,Translation Unavailble,带刀中立阵营最小数量,Min Neutrale Killing
MaxNonNK,Max Non-Killing Neutrals,Максимум Нейтралов Не Убийц,Translation Unavailble,非带刀中立阵营最大数量,Max Non-Killing Neutrale
MinNonNK,Min Non-Killing Neutrals,Минимум Нейтралов Не Убийц,Translation Unavailble,非带刀中立阵营最小数量,Min Non-Killing Neutrale

CanTerroristSuicideWin,Can Terrorist Suicide Win,Он Может Совершить Самоубийство Чтобы Победить,テロリストの自殺勝ち,恐怖分子可以通过自杀获胜,恐怖分子可以自殺來獲勝,Kann terrorist Selbstmord begehen
ShapeMasterShapeshiftDuration,Shapeshift Duration,Продолжительность Смены Формы,シェイプマスターの変身持続時間,千面鬼变形持续时间,變形大師變形持續時間,Verwandlungs Dauer
SilenceDelay,Silence Cooldown,Silence Откат,アーソニストのクールダウン,沉默者技能冷却时间,Schweigen Dauer
FireWorksMaxCount,FireWorks Max Count,Максимальное Количество Фейерверков,花火の所持数,烟花商人可放置烟花最大数量,煙火工匠可設定煙火最大數量,Feuerwerk Maximum 
FireWorksRadius,FireWorks Radius,Радиус Фейерверков,花火の爆発半径,烟花商人烟花爆炸半径,煙火工匠的煙火爆炸半徑,Feuerwerk Radius
SniperBulletCount,Sniper Bullet Count,Колличество Пуль У Sniper,スナイパーの所持弾数,狙击手最大狙击次数,狙擊手子彈最大數量,Scharfschütze Munitionsanzahl
SniperPrecisionShooting,Sniper Precise Shooting,У Sniper Точный Выстрел,スナイパー精密射撃モード,狙击手拥有瞄准辅助,狙擊手精準射擊模式,Scharfschütze prezises schießen
NumberOfLovers,Number Of Lovers(x2members),Количество Любовников(x2участника),ラバーズの組数(x2人数),恋人最大对数,"戀人最大數量(2位玩家)",Anzahl der Liebenden(2x)
LoversDieTogether,Lovers Die Together,Любовники умирают вместе,LoversDieTogether,恋人共生死,Liebende sterben zusammen
LoversKnowRoleOfOtherLover,Lovers Know the Role of the Other Lover,Любовник Знает Роль Другого Любовника,LoversKnowRoleOfOtherLover,恋人知道对方的职业,Liebende wissen die Rolle ihres Partners
TimeThiefKillCooldown,TimeThief Kill Cooldown,Откат Убийства TimeThief,タイムシーフのキルクール,蚀时者击杀冷却,時間小偷殺人冷卻時間,Zeit Diebs kill Abklingzeit
TimeThiefDecreaseMeetingTime,TimeThief Decrease Time Length(s),Уменьшить Длительность Обсуждения,減少する会議時間,蚀时者每次击杀缩短会议时间,時間小偷每次殺人減少的會議時間,Zeit Diebs verringerte Zeit
TimeThiefLowerLimitVotingTime,Lower Limit For Voting Time(s),Уменьшить Длительность Голосования,投票時間の下限,蚀时者存在时会议时间下限,時間小偷在場時會議時間最低下限,Verringer Abstimmzeiten
TimeThiefReturnStolenTimeUponDeath,Return Stolen Time After Death,Вернуть Украденное Время После его Смерти,死亡後に盗んだ時間を返す,蚀时者死亡后会议时间重置,時間小偷死亡後將會議時間重設,Gestohlene Zeit wird zurückgegeben
JackalKillCooldown,Serial Killer Kill Cooldown,Serial Killer Откат Убийства,ジャッカルのキルクール,豺狼击杀冷却,豺狼殺人冷卻,SerialKiller kill Abklingzeit
JackalCanVent,Serial Killer Can Use Vents,Serial Killer Может Использовать Вентиляцию,ジャッカルがベントを使用できる,豺狼可以使用通风口,豺狼可以跳通风口,SerienKiller kann venten
JackalCanUseSabotage,Serial Killer Can Use Sabotage,Serial Killer Может Использовать Саботаж,ジャッカルがサボタージュを使用できる,豺狼可以破坏,豺狼可以破壞,Serienkiller kann Sabotieren
JackalHasImpostorVision,Serial Killer Has Impostor Vision,Serial Killer Имеет Дальность Обзора Предателя,ジャッカルがインポスターと同じ視界を持つ,豺狼拥有伪装者视野,豺狼擁有狼人的視野,SerienKiller hat Verräter Sicht
SidekickCanKill,Sidekick can Kill,Hunter Может Убивать,SidekickCanKill,跟班可以击杀,Jäger kann töten
JackalHasSidekick,Serial Killer Has Sidekick,У Serial Killer Есть Hunter,JackalHasSidekick,豺狼可以招募跟班,Schakal hat Jäger
SidekickGetsPromoted,Sidekick Gets Promoted to Serial Killer on Serial Killer Death,Hunter становится Serial Killer После Смерти Serial Killer,SidekickGetsPromoted,跟班可以晋级成为豺狼,Jäger wird zum SerienKiller wenn der SerienKiller stirbt
VultureVent,Vulture can Vent,Vulture Может Вентоваться,VultureVent,秃鹫可以使用通风口,Geier kann venten
FlashCD,Grenade Cooldown,Откат Флешки,FlashCD,致盲冷却时间,Blendgranate Abklingzeit
GAdependsOnTaregtRole,GA Depends On Target Role,GA Зависит От Целевой Роли,GAdependsOnTaregtRole,守护天使取决于目标职业,GAdependsOnTaregtRole,GA kommt auf Ziel Rolle an
ExeTargetShowsEvil,Exe Target Shows Evil,Exe Цель Показывает Злых,ExeTargetShowsEvil,刽子手属于邪恶中立阵营,ExeTargetShowsEvil,Henkersziel wird als Böse angezeigz
FlashDur,Grenade Duration,Длительность Флешки,FlashDur,致盲持续时间,Blendgranate Dauer
GrenadierCanVent,Grenadier Can Vent,Grenadier Может Вентоваться,GrenadierCanVent,致盲师可以使用通风口,Grenadier kann venten
VultureHasImpostorVision,Vulture Has Impostor Vision,Vulture Имеет Дальность Обзора Предателя,VultureHasImpostorVision,秃鹫拥有伪装者视野,Geier hat verrätersicht
VultureHasArrow,Vulture has Arrow Leading to Bodies,У Vulture Есть Стрелка Ведущая К Трупу,VultureHasArrow,秃鹫有指向尸体的箭头,Geier hat Anzeige zum nächsten Leichnam
AmnesiacHasArrow,Amnesiac has Arrow Leading to Bodies,У Amnesiac Есть Стрела Ведущая к трупу,AmnesiacHasArrow,窃忆者有指向尸体的箭头,Amnesiac hat Anzeige zum nächsten Leichnam
MediumHasArrow,Medium has Arrow Leading to Bodies,У Medium Есть Стрела Ведущая к трупу,MediumHasArrow,警探有指向尸体的箭头,Medium hat Anzeige zum nächsten leichnam
MediumCooldown,Meditate Cooldown,Откат Медитации,MediumCooldown,招魂冷却时间,Meditations Abklingzeit
TraitorSpawn,Min Number of Players Needed for CorruptedSheriff,Мин. количество игроков для его появления,Number of Players Needed for Traitor,背叛的警长所需的最小玩家数量,Anzahl der anwesenden Spieler für einen Korrupten Sheriff 
